Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
1,Che Adams,FW,Scotland,27,1996,3,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
2,Michel Aebischer,MF,Switzerland,27,1997,5,5,476,5.3,1,2,3,1,0,0,0,0,0.19,0.38,0.57,0.19,0.57,Matches
3,Arlind Ajeti,DF,Albania,30,1993,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
4,Manuel Akanji,DF,Switzerland,28,1995,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
5,Samet Akaydın,DF,Türkiye,29,1994,4,4,335,3.7,1,0,1,1,0,0,2,0,0.27,0.0,0.27,0.27,0.27,Matches
6,Nathan Aké,DF,Netherlands,28,1995,6,6,470,5.2,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0,0.19,Matches
7,Yunus Akgün,MF,Türkiye,23,2000,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
8,Kerem Aktürkoğlu,MF,Türkiye,25,1998,5,1,105,1.2,1,0,1,1,0,0,0,0,0.86,0.0,0.86,0.86,0.86,Matches
9,Trent Alexander-Arnold,MF,England,25,1998,4,2,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
10,Denis Alibec,FW,Romania,33,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
11,Barış Alper Yılmaz,FW,Türkiye,23,2000,5,5,450,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
12,Sandro Altunashvili,MF,Georgia,26,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
13,Zeki Amdouni,"FW,MF",Switzerland,23,2000,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
14,Joachim Andersen,DF,Denmark,27,1996,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
15,Robert Andrich,MF,Germany,29,1994,5,4,318,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
16,Waldemar Anton,"DF,MF",Germany,27,1996,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
17,Stuart Armstrong,MF,Scotland,31,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
18,Marko Arnautović,FW,Austria,34,1989,4,3,279,3.1,1,0,1,0,1,1,1,0,0.32,0.0,0.32,0,0,Matches
19,Jasir Asani,MF,Albania,28,1995,3,3,210,2.3,0,1,1,0,0,0,0,0,0.0,0.43,0.43,0,0.43,Matches
20,Kristjan Asllani,MF,Albania,21,2002,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
21,Kaan Ayhan,"MF,DF",Türkiye,29,1994,5,4,358,4,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0,0.25,Matches
22,Alex Baena,"FW,MF",Spain,22,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
23,Alexander Bah,MF,Denmark,26,1997,4,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
24,Nedim Bajrami,MF,Albania,24,1999,3,3,245,2.7,1,0,1,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37,Matches
25,Johan Bakayoko,"FW,MF",Belgium,20,2003,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
26,Jure Balkovec,DF,Slovenia,29,1994,2,1,121,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
27,Iván Balliu,DF,Albania,32,1992,1,1,90,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
28,Nicușor Bancu,DF,Romania,31,1992,3,3,270,3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
29,Antonín Barák,MF,Czechia,29,1994,3,1,41,0.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0,Matches
30,Bradley Barcola,FW,France,21,2002,3,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
31,Abdülkerim Bardakcı,DF,Türkiye,29,1994,4,4,360,4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
32,Nicolò Barella,MF,Italy,26,1997,4,4,332,3.7,1,0,1,1,0,0,1,0,0.27,0.0,0.27,0.27,0.27,Matches
33,Alessandro Bastoni,DF,Italy,24,1999,4,4,360,4,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25,Matches
34,Martin Baturina,MF,Croatia,20,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
35,Christoph Baumgartner,MF,Austria,24,1999,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
36,Altay Bayındır,GK,Türkiye,25,1998,1,1,90,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
37,Jan Bednarek,DF,Poland,27,1996,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
38,Maximilian Beier,"FW,MF",Germany,21,2002,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
39,Jude Bellingham,"MF,FW",England,20,2003,7,7,670,7.4,2,1,3,2,0,0,2,0,0.27,0.13,0.4,0.27,0.4,Matches
40,László Bénes,MF,Slovakia,26,1997,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
41,Bartosz Bereszyński,"DF,FW",Poland,31,1992,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
42,Steven Bergwijn,MF,Netherlands,26,1997,2,2,90,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
43,Medon Berisha,FW,Albania,20,2003,1,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
44,Victor Bernth Kristiansen,MF,Denmark,21,2002,4,2,156,1.7,0,1,1,0,0,0,0,0,0.0,0.58,0.58,0,0.58,Matches
45,Matúš Bero,"FW,MF",Slovakia,28,1995,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
46,Jaka Bijol,DF,Slovenia,24,1999,4,4,390,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
47,Veljko Birmančević,"FW,MF",Serbia,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
48,Daley Blind,"DF,MF",Netherlands,33,1990,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
49,Bendegúz Bolla,MF,Hungary,24,1999,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
50,Endre Botka,DF,Hungary,29,1994,1,1,90,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
51,Jarrod Bowen,"FW,MF",England,27,1996,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
52,Róbert Boženík,FW,Slovakia,24,1999,4,2,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
53,Volodymyr Brazhko,MF,Ukraine,22,2002,3,2,182,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
54,David Brekalo,DF,Slovenia,25,1998,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
55,Brian Brobbey,FW,Netherlands,21,2002,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
56,Armando Broja,FW,Albania,22,2001,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
57,Marcelo Brozović,MF,Croatia,31,1992,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
58,Jacob Bruun Larsen,"FW,MF",Denmark,25,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
59,Ante Budimir,FW,Croatia,32,1991,3,1,122,1.4,0,1,1,0,0,0,0,0,0.0,0.74,0.74,0,0.74,Matches
60,Adam Buksa,FW,Poland,27,1996,2,2,149,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,Matches
61,Andrei Burcă,DF,Romania,30,1993,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
62,Riccardo Calafiori,DF,Italy,21,2002,3,3,270,3,0,1,1,0,0,0,2,0,0.0,0.33,0.33,0,0.33,Matches
63,Hakan Çalhanoğlu,MF,Türkiye,29,1994,4,4,355,3.9,1,0,1,1,0,0,2,0,0.25,0.0,0.25,0.25,0.25,Matches
64,Eduardo Camavinga,MF,France,21,2002,4,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
65,Andrea Cambiaso,"DF,MF",Italy,23,2000,3,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
66,Emre Can,MF,Germany,30,1994,4,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0.0,0.88,0.88,0.88,Matches
67,João Cancelo,"DF,MF",Portugal,29,1994,4,4,345,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
68,Yannick Carrasco,"MF,DF",Belgium,30,1993,4,2,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
69,Dani Carvajal,DF,Spain,32,1992,5,5,469,5.2,1,0,1,1,0,0,3,1,0.19,0.0,0.19,0.19,0.19,Matches
70,Timothy Castagne,DF,Belgium,28,1995,4,4,357,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
71,Koen Casteels,GK,Belgium,31,1992,4,4,360,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
72,Žan Celar,FW,Slovenia,24,1999,3,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
73,Zeki Çelik,DF,Türkiye,26,1997,3,1,105,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
74,Václav Černý,MF,Czechia,26,1997,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
75,Giorgi Chakvetadze,MF,Georgia,24,1999,4,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
76,Federico Chiesa,"MF,FW",Italy,26,1997,4,3,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
77,Tomáš Chorý,FW,Czechia,29,1995,2,0,36,0.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,Matches
78,Andreas Christensen,DF,Denmark,27,1996,4,4,350,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
79,Ryan Christie,MF,Scotland,28,1995,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
80,Mojmir Chytil,FW,Czechia,24,1999,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
81,Alexandru Cicâldău,MF,Romania,26,1997,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
82,Florinel Coman,MF,Romania,25,1998,2,2,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
83,Kingsley Coman,"FW,MF",France,27,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
84,Francisco Conceição,MF,Portugal,21,2002,4,1,182,2,1,0,1,1,0,0,1,0,0.49,0.0,0.49,0.49,0.49,Matches
85,Diogo Costa,GK,Portugal,24,1999,5,5,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
86,Vladimír Coufal,MF,Czechia,31,1992,3,3,270,3,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0,0.33,Matches
87,Bryan Cristante,MF,Italy,28,1995,3,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
88,Kevin Csoboth,FW,Hungary,23,2000,2,0,9,0.1,1,0,1,1,0,0,2,0,10.0,0.0,10.0,10,10,Matches
89,Marc Cucurella,DF,Spain,25,1998,6,6,545,6.1,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0,0.17,Matches
90,Mirlind Daku,FW,Albania,26,1998,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
91,Diogo Dalot,MF,Portugal,24,1999,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
92,Mikkel Damsgaard,"FW,MF",Denmark,23,2000,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
93,Kevin Danso,DF,Austria,25,1998,3,2,212,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
94,Márton Dárdai,DF,Hungary,21,2002,3,2,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
95,Matteo Darmian,DF,Italy,34,1989,3,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
96,Zuriko Davitashvili,FW,Georgia,22,2001,4,1,115,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
97,Paweł Dawidowicz,DF,Poland,28,1995,2,2,180,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
98,Kevin De Bruyne,MF,Belgium,32,1991,4,4,360,4,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25,Matches
99,Charles De Ketelaere,"FW,MF",Belgium,22,2001,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
100,Zeno Debast,DF,Belgium,20,2003,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
101,Thomas Delaney,MF,Denmark,32,1991,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
102,Ousmane Dembélé,"FW,MF",France,26,1997,5,4,361,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
103,Merih Demiral,DF,Türkiye,25,1998,4,2,208,2.3,2,0,2,2,0,0,0,0,0.87,0.0,0.87,0.87,0.87,Matches
104,Giovanni Di Lorenzo,"DF,MF",Italy,30,1993,4,4,360,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
105,Rúben Dias,DF,Portugal,26,1997,4,4,420,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
106,Federico Dimarco,"DF,MF",Italy,26,1997,3,3,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
107,Berat Djimsiti,DF,Albania,30,1993,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
108,Jeremy Doku,MF,Belgium,21,2002,4,4,320,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
109,Kasper Dolberg,FW,Denmark,26,1997,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
110,Gianluigi Donnarumma,GK,Italy,24,1999,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
111,David Doudera,MF,Czechia,25,1998,1,1,90,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
112,Artem Dovbyk,FW,Ukraine,26,1997,3,3,246,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
113,Denis Drăguș,FW,Romania,24,1999,4,4,291,3.2,1,0,1,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,Matches
114,Radu Drăgușin,DF,Romania,21,2002,4,4,360,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
115,Vanja Drkušič,DF,Slovenia,24,1999,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
116,Kwadwo Duah,FW,Switzerland,26,1997,3,1,107,1.2,1,0,1,1,0,0,0,0,0.84,0.0,0.84,0.84,0.84,Matches
117,Martin Dúbravka,GK,Slovakia,35,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
118,Ondrej Duda,MF,Slovakia,29,1994,4,4,317,3.5,1,0,1,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28,Matches
119,Denzel Dumfries,DF,Netherlands,27,1996,5,5,449,5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
120,Dávid Ďuriš,FW,Slovakia,24,1999,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
121,Lasha Dvali,DF,Georgia,28,1995,4,4,360,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
122,Timi Elšnik,MF,Slovenia,25,1998,4,4,359,4,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0,0.25,Matches
123,Breel Embolo,FW,Switzerland,26,1997,5,3,296,3.3,2,0,2,2,0,0,0,0,0.61,0.0,0.61,0.61,0.61,Matches
124,Christian Eriksen,MF,Denmark,31,1992,4,4,348,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches
125,Eberechi Eze,"FW,MF",England,25,1998,3,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
126,Wout Faes,DF,Belgium,25,1998,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
127,Nicolò Fagioli,MF,Italy,22,2001,2,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
128,João Félix,MF,Portugal,24,1999,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
129,Bruno Fernandes,MF,Portugal,29,1994,4,4,374,4.2,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24,Matches
130,Attila Fiola,"MF,DF",Hungary,33,1990,2,2,180,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
131,Phil Foden,"MF,FW",England,23,2000,7,7,617,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
132,Youssouf Fofana,MF,France,25,1999,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
133,Michael Folorunsho,"FW,MF",Italy,25,1998,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
134,Przemysław Frankowski,"MF,DF",Poland,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
135,Davide Frattesi,MF,Italy,24,1999,4,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
136,Remo Freuler,MF,Switzerland,31,1992,5,5,456,5.1,1,2,3,1,0,0,1,0,0.2,0.39,0.59,0.2,0.59,Matches
137,Jeremie Frimpong,MF,Netherlands,23,2000,3,1,86,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
138,Chris Führich,"FW,MF",Germany,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
139,Niclas Füllkrug,FW,Germany,30,1993,5,0,166,1.8,2,0,2,2,0,0,0,0,1.08,0.0,1.08,1.08,1.08,Matches
140,Mijat Gaćinović,MF,Serbia,28,1995,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
141,Cody Gakpo,MF,Netherlands,24,1999,6,6,523,5.8,3,1,4,3,0,0,0,0,0.52,0.17,0.69,0.52,0.69,Matches
142,Conor Gallagher,MF,England,23,2000,5,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
143,Dániel Gazdag,"FW,MF",Hungary,27,1996,1,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
144,Lutsharel Geertruida,DF,Netherlands,23,2000,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
145,Billy Gilmour,MF,Scotland,22,2001,3,2,184,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
146,Olivier Giroud,FW,France,37,1986,4,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
147,Klaus Gjasula,"DF,MF",Albania,34,1989,1,0,19,0.2,1,0,1,1,0,0,1,0,4.74,0.0,4.74,4.74,4.74,Matches
148,Adam Gnezda Čerin,MF,Slovenia,24,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
149,Anthony Gordon,"FW,MF",England,22,2001,1,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
150,Jon Gorenc Stanković,"DF,MF",Slovenia,28,1996,4,0,94,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
151,Michael Gregoritsch,FW,Austria,29,1994,4,1,126,1.4,1,0,1,1,0,0,0,0,0.71,0.0,0.71,0.71,0.71,Matches
152,Antoine Griezmann,"MF,FW",France,32,1991,6,4,394,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
153,Florian Grillitsch,MF,Austria,28,1995,4,3,194,2.2,0,1,1,0,0,0,0,0,0.0,0.46,0.46,0,0.46,Matches
154,Álex Grimaldo,DF,Spain,28,1995,2,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
155,Pascal Groß,"DF,FW",Germany,32,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
156,Kamil Grosicki,"FW,MF",Poland,35,1988,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
157,Nemanja Gudelj,MF,Serbia,32,1991,2,2,90,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
158,Marc Guéhi,DF,England,23,2000,6,6,570,6.3,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0,0.16,Matches
159,Péter Gulácsi,GK,Hungary,33,1990,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
160,Arda Güler,"MF,FW",Türkiye,18,2005,5,4,340,3.8,1,2,3,1,0,0,1,0,0.26,0.53,0.79,0.26,0.79,Matches
161,İlkay Gündoğan,MF,Germany,33,1990,5,5,383,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
162,Angus Gunn,GK,Scotland,28,1996,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
163,Mert Günok,GK,Türkiye,34,1989,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
